Algorithm Num,runtime(ms) for 4096 elems, fibtime(ms)
X-data,4096,5.9699e-05
0,17.230353
1,4.759244
2,26.819934
3,28.953163
4,19.519997
5,14.52468
6,7.409999
7,9.33467
