Algorithm Num,runtime(ms) for 4096 elems, fibtime(ms)
X-data,4096,0.000452233
0,95.176557
1,22.395123
2,61.717832
3,79.684871
4,70.251719
5,65.349356
6,40.890976
7,38.640279
