Algorithm Num,runtime(ms) for 4096 elems, fibtime(ms)
X-data,4096,0.0556498
0,11329.58248
1,2573.295234
2,5040.947909
3,7319.552998
4,7309.276948
5,7304.015071
6,4789.460511
7,4234.292991
