Algorithm Num,runtime(ms) for 4096 elems, fibtime(ms)
X-data,4096,0.00310297
0,635.195101
1,145.413195
2,302.086381
3,428.515761
4,418.533866
5,413.666026
6,269.474155
7,240.713717
