Algorithm Num,runtime(ms) for 4096 elems, fibtime(ms)
X-data,4096,0.000168654
0,38.421336
1,9.581622
2,36.319634
3,42.75942
4,33.256554
5,28.340714
6,16.5921
7,17.268032
